CpGName,Sample1,Sample2,Sample3
cg00566759,0.027293436,0.034135332,0.02858128
cg00567479,0.054707261,0.055793703,0.052906144
cg00567749,0.037106693,0.065728319,0.05449024
cg00568128,0.058145677,0.065403115,0.053803878
cg00568792,0.061834015,0.066131514,0.057676886
cg00569620,0.043967255,0.051246469,0.045708105
cg00571634,0.197332052,0.208828886,0.227660115
cg00572797,0.958050994,0.954628038,0.952160198
cg00573606,0.857588809,0.862762133,0.843456894
cg00575744,0.108893469,0.148129943,0.084214485
cg00576250,0.109236423,0.085402102,0.076827833
cg00577167,0.750597071,0.712954971,0.739464226
cg00577464,0.044443101,0.044450819,0.035388775
cg00578575,0.093610736,0.093892887,0.07639182
cg00579393,0.785120235,0.796110177,0.758549597
cg00579402,0.788405869,0.787907322,0.727270286
cg00581156,0.029058983,0.033935533,0.02191743
cg00582372,0.52531439,0.502018493,0.481680168
cg00582628,0.486457502,0.507943362,0.476530144
cg00584022,0.027143946,0.033858228,0.022813224
cg00585790,0.164265967,0.183187219,0.162653551
cg00585846,0.046168117,0.047660523,0.04161279
cg00586909,0.164944872,0.182386026,0.137566886
cg00587613,0.8564198,0.856096744,0.818030992
cg00592315,0.793720567,0.811590869,0.810108299
cg00594118,0.083556835,0.062604783,0.07905849
cg00594952,0.660543578,0.708273481,0.695901375
cg00597076,0.462842982,0.539955798,0.485066526
cg00598858,0.025071504,0.033844096,0.028677401
cg00600110,0.91196268,0.910597879,0.913633818
cg00600684,0.852284699,0.863040752,0.869424248
cg00601486,0.873933916,0.894813545,0.880970004
cg00602891,0.05476548,0.05900809,0.053469809
cg00603172,0.854830422,0.838046604,0.845538582
cg00605270,0.033633482,0.032633353,0.03826445
cg00609097,0.022929322,0.025081438,0.017082995
cg00611397,0.849249452,0.834963956,0.826757341
cg00612467,0.060299787,0.066680845,0.048280566
cg00613255,0.810323427,0.850379262,0.852676421
cg00613344,0.815082132,0.815563458,0.784936436
cg00614413,0.444492825,0.442366967,0.364438944
cg00615241,0.348838596,0.337520175,0.336622247
cg00615377,0.207144962,0.238177533,0.188560145
cg00615915,0.139036538,0.141702493,0.121997639
cg00616129,0.040697975,0.045611514,0.037128827
cg00616135,0.857187206,0.855411863,0.819388713
cg00616369,0.017344808,0.024629216,0.01206999
cg00617305,0.024943941,0.027450179,0.024889709
cg00618396,0.026718915,0.139720996,0.256759264
cg00619207,0.456568757,0.445508866,0.474171089
cg00620024,0.703617023,0.675993166,0.700802581
cg00620223,0.042130905,0.048578518,0.03935042
cg00620629,0.028662505,0.036277569,0.027629743
cg00620857,0.90389118,0.880217015,0.879526272
cg00622552,0.178543311,0.211402658,0.1751862
cg00622677,0.039792805,0.05399075,0.041809413
cg00623593,0.847905789,0.87383108,0.861230794
cg00625425,0.648644279,0.626461534,0.628196807
cg00625653,0.057019173,0.049290242,0.049597434
cg00626119,0.713483313,0.730664725,0.730473775
cg00626466,0.533412694,0.498261833,0.492535116
cg00627286,0.10327693,0.111230534,0.087969268
cg00629217,0.847552439,0.824620836,0.816858034
cg00630164,0.049040675,0.061125845,0.04175662
cg00630249,0.025668171,0.027908387,0.024178082
cg00630583,0.025261277,0.026879628,0.026329719
cg00631230,0.033649026,0.038155701,0.040324409
cg00633969,0.927590391,0.894274353,0.895827613
cg00634577,0.026519932,0.029264772,0.021611893
cg00635481,0.018228727,0.017599969,0.016348204
cg00636639,0.033602212,0.042258877,0.037823135
cg00638514,0.032006823,0.031217943,0.026462237
cg00642303,0.028493241,0.028806869,0.026044836
cg00643392,0.299077187,0.347407447,0.3061606
cg00644033,0.895541069,0.891588243,0.885909442
cg00645224,0.026245772,0.026827621,0.021037816
cg00645579,0.478535762,0.433722049,0.4508919
cg00645922,0.02133536,0.026631343,0.016846733
cg00646140,0.052302874,0.065491945,0.066621827
cg00646492,0.109396061,0.132145797,0.109986834
cg00647741,0.441197292,0.454501115,0.398811209
cg00648153,0.045244453,0.055734182,0.046136816
cg00648883,0.243089822,0.22637266,0.218714733
cg00650762,0.021160265,0.018756833,0.011693768
cg00650876,0.012343316,0.021117348,0.016362857
cg00651216,0.217895359,0.192749759,0.175722695
cg00653387,0.058387248,0.066739776,0.053615554
cg00654814,0.144783698,0.143007482,0.131348854
cg00654816,0.036719388,0.042056435,0.033663714
cg00655307,0.03979836,0.057667104,0.050081478
cg00655779,0.02683153,0.026867828,0.018154949
cg00657095,0.175967744,0.177551505,0.144586635
cg00657582,0.059721213,0.072871662,0.061886837
cg00658007,0.066817412,0.095418721,0.095168979
cg00658626,0.076570107,0.080286589,0.063534013
cg00659129,0.706720662,0.691453745,0.717254637
cg00659953,0.01576279,0.016907764,0.01495173
cg00660989,0.313171876,0.327720686,0.289881327
cg00661202,0.024865016,0.028394505,0.018532539
cg00661485,0.050875322,0.057073612,0.044696953
cg00662556,0.16808698,0.172643962,0.141285102
cg00662775,0.295277896,0.307389365,0.336534404
cg00665395,0.042308662,0.038967919,0.03256127
cg00666446,0.071367394,0.084814247,0.066486324
cg00666746,0.4501674,0.414505457,0.332544358
cg00668685,0.867046013,0.874505224,0.830870956
cg00669623,0.057770614,0.059147688,0.046102024
cg00669856,0.126483724,0.152771098,0.150651292
cg00671161,0.015993652,0.019101247,0.012115575
cg00672638,0.083170786,0.088732414,0.084019848
cg00673020,0.496991238,0.557621528,0.526852263
cg00673191,0.380616533,0.369645437,0.340938036
cg00674922,0.044933013,0.020689208,0.017522452
cg00676660,0.034198351,0.039509538,0.029020225
cg00677811,0.045721645,0.043399025,0.039919463
cg00678539,0.216238685,0.232006809,0.207728471
cg00679556,0.699623608,0.723360429,0.675745505
cg00679738,0.026098995,0.026500018,0.023647957
cg00682653,0.029751557,0.035741347,0.04331421
cg00684178,0.561954703,0.737647563,0.670543734
cg00685836,0.025887333,0.031019063,0.023290433
cg00686022,0.845535607,0.869429286,0.854631282
cg00686623,0.041076582,0.050392009,0.050898515
cg00687674,0.500916923,0.531662645,0.54287921
cg00687686,0.027192705,0.032203808,0.023613385
cg00688421,0.046196256,0.051207207,0.037764601
cg00689010,0.861097847,0.849079595,0.818010762
cg00689014,0.600126614,0.597522415,0.541355201
cg00689340,0.401381521,0.453186612,0.452086755
cg00690049,0.064322578,0.169365454,0.258059655
cg00690280,0.708171231,0.765734544,0.744629004
cg00690893,0.062845631,0.065712706,0.075143356
cg00691625,0.820219151,0.854400285,0.856933989
cg00692549,0.094599994,0.134773885,0.091783939
cg00693307,0.752327241,0.721198819,0.761512644
cg00695416,0.042360456,0.040984916,0.033164295
cg00696900,0.025708089,0.026385132,0.03108892
cg00698688,0.730291505,0.725643551,0.714732196
cg00702231,0.706547224,0.719315951,0.691082129
cg00702729,0.866893231,0.891460122,0.884555445
cg00704310,0.04334292,0.042897083,0.036880121
cg00704909,0.028836275,0.032337382,0.027201836
cg00705255,0.356929547,0.368273364,0.399687508
cg00707317,0.027749426,0.040123645,0.036690498
cg00708598,0.126309337,0.13996883,0.107663317
cg00708642,0.049379569,0.051589769,0.047623963
cg00711916,0.062909608,0.066759581,0.063857246
cg00712898,0.019070896,0.027990966,0.020447748
cg00714377,0.037386068,0.056303788,0.040096362
cg00717862,0.050918163,0.052974235,0.049643044
cg00718440,0.030974182,0.031979424,0.025253758
cg00718513,0.686274768,0.730192825,0.695100517
cg00718748,0.035551555,0.041113585,0.032077366
cg00720072,0.034852338,0.033590841,0.035279577
cg00720137,0.016988415,0.016209703,0.017407607
cg00720723,0.030111175,0.042972896,0.034923927
cg00722300,0.697516174,0.690693088,0.641717311
cg00724662,0.06633817,0.061918025,0.058097974
cg00725143,0.034757415,0.037889265,0.033958628
cg00725635,0.138674993,0.100516248,0.106042509
cg00725777,0.811749175,0.793891368,0.799316299
cg00727590,0.146541244,0.163125265,0.178151766
cg00727947,0.905961178,0.912126425,0.897863002
cg00728317,0.095865661,0.080617623,0.080944832
cg00728398,0.014802878,0.01894623,0.017270802
cg00728602,0.027331898,0.042005424,0.031363723
cg00729275,0.789253487,0.790652096,0.753890111
cg00729541,0.042505627,0.048169562,0.041482729
cg00729875,0.245974675,0.241464535,0.246606666
cg00730260,0.889995968,0.89872234,0.888321541
cg00731459,0.030941451,0.02789135,0.037276886
cg00733682,0.016223117,0.020296094,0.014774587
cg00734993,0.028787469,0.030848025,0.026888133
cg00736326,0.039753709,0.047633478,0.038773015
cg00737514,0.029114308,0.037617082,0.034915587
cg00739120,0.209189232,0.207856104,0.18137477
cg00741717,0.742112693,0.71332183,0.686973499
cg00743372,0.024441702,0.033825582,0.027126152
cg00744433,0.791665376,0.786625192,0.774413602
cg00745543,0.882609003,0.903229595,0.871745894
cg00745735,0.732124783,0.735876452,0.725522137
cg00746083,0.030640801,0.029521633,0.029713167
cg00746130,0.057863026,0.058101305,0.053509977
cg00746981,0.080779932,0.077662198,0.074285268
cg00747849,0.341360907,0.293558893,0.271915427
cg00750606,0.686401747,0.70679986,0.671994236
cg00751288,0.020107743,0.026617674,0.017745965
cg00754253,0.237459268,0.242501957,0.222651144
cg00754617,0.551115,0.591584647,0.566625225
cg00755043,0.026977745,0.026450877,0.023812533
cg00755709,0.738511737,0.715440493,0.714065865
cg00756058,0.014663661,0.017715695,0.012705558
cg00756887,0.782795978,0.805897249,0.752320106
cg00757070,0.682798099,0.704588642,0.657208246
cg00757952,0.815332486,0.796628439,0.783884926
cg00761755,0.021462917,0.03441047,0.014408363
cg00762512,0.040959269,0.041255286,0.032650229
cg00763679,0.050276992,0.054344523,0.047973975
cg00763889,0.77043661,0.766696361,0.734848634
cg00766729,0.022150413,0.020814551,0.035291165
cg00766889,0.03673996,0.039474631,0.038593196
cg00767581,0.18628786,0.197511736,0.188209914
cg00768439,0.039837594,0.051294804,0.066319921
cg00769470,0.809608606,0.831237946,0.780838178
cg00769520,0.020014442,0.022330205,0.019754258
cg00770279,0.01573307,0.018278814,0.014076485
cg00770871,0.019522899,0.017436317,0.018193971
cg00772000,0.187255695,0.199542594,0.125786634
cg00775197,0.04798979,0.04430948,0.039312158
cg00777121,0.040300944,0.048054351,0.039822961
cg00777555,0.023721408,0.019247828,0.019263257
cg00778920,0.05030273,0.052377087,0.0435732
cg00779924,0.101151862,0.119955258,0.124963814
cg00782174,0.057278366,0.05846954,0.04565356
cg00782854,0.028977188,0.040640729,0.029266767
cg00783759,0.022502531,0.024685707,0.013333677
cg00784357,0.017999193,0.026682646,0.017861139
cg00791249,0.073576854,0.078544638,0.059243739
cg00792687,0.031262764,0.030511254,0.025350181
cg00792740,0.054687255,0.070145642,0.051109726
cg00792849,0.069065617,0.069285196,0.054860314
cg00793648,0.867029448,0.826971942,0.851880302
cg00793774,0.015456542,0.019181622,0.014777089
cg00795268,0.870230434,0.866376989,0.890615002
cg00795812,0.573385538,0.610042086,0.611169216
cg00796728,0.019712299,0.025749028,0.02374468
cg00798206,0.072551764,0.091642362,0.086041185
cg00799727,0.607670129,0.681302637,0.662563535
cg00800095,0.836106332,0.881230071,0.859385976
cg00804048,0.07575779,0.067690901,0.060631338
cg00804392,0.069180123,0.063723467,0.059883224
cg00806490,0.095559643,0.098437324,0.093956723
cg00807586,0.039439487,0.045918221,0.0360593
cg00808492,0.834683823,0.850256939,0.847280935
cg00810473,0.028570438,0.025106476,0.020114769
cg00810495,0.097483366,0.079901783,0.085920657
cg00811081,0.059689008,0.076373822,0.061447747
cg00812502,0.022695924,0.027412659,0.022216059
cg00814580,0.122963177,0.144593711,0.112363037
cg00815440,0.011898295,0.01344091,0.011574073
cg00815583,0.043697012,0.047417513,0.045985987
cg00815605,0.098465536,0.081077435,0.099052182
cg00816620,0.571457613,0.5145257,0.489862859
cg00818693,0.031336589,0.038077558,0.030037829
cg00818872,0.049628284,0.052686691,0.038424467
cg00819310,0.745943654,0.799678368,0.750680403
cg00819362,0.862740216,0.87574131,0.844542715
cg00819696,0.014122594,0.023405273,0.017968137
cg00821764,0.017929731,0.023603009,0.024797515
cg00822607,0.072907419,0.066635748,0.072807523
cg00823148,0.777143853,0.814060568,0.766085387
cg00824109,0.019109292,0.019949666,0.017029796
cg00825031,0.021162601,0.02088692,0.017173119
cg00826384,0.045845013,0.046566085,0.042751755
cg00827369,0.031318806,0.034861095,0.031933908
cg00828602,0.050685029,0.071289802,0.07125986
cg00830029,0.443732355,0.411429365,0.421487837
cg00830393,0.046248232,0.051968041,0.046080016
cg00831028,0.045136909,0.050572571,0.043139235
cg00832517,0.030506629,0.059735362,0.044187547
cg00832994,0.117229224,0.096766579,0.102622835
cg00833393,0.068700625,0.082975849,0.064439791
cg00833777,0.193148227,0.218422193,0.167979026
cg00834796,0.060916224,0.101660615,0.063308003
cg00834958,0.048537118,0.056808125,0.052778418
cg00836605,0.022791635,0.025540615,0.020058225
cg00837103,0.373160471,0.394128944,0.39292493
cg00838150,0.040722196,0.045192754,0.032058154
cg00839584,0.389355219,0.371980431,0.365555331
cg00839802,0.047904279,0.053034094,0.048769196
cg00840403,0.072991518,0.087711029,0.085110093
cg00840516,0.486104955,0.439259497,0.422042512
cg00841581,0.022547163,0.027297449,0.026749267
cg00842351,0.11514868,0.143016932,0.117660302
cg00845900,0.928453913,0.916952716,0.906031686
cg00846036,0.393260938,0.451847019,0.424465349
cg00848394,0.036729923,0.047114154,0.030499405
cg00848397,0.041260789,0.044165496,0.037236074
cg00848461,0.813530479,0.791530055,0.768962993
cg00848728,0.028549027,0.026380984,0.027662636
cg00849368,0.064831095,0.062776394,0.036601317
cg00850538,0.838287353,0.833759256,0.797243917
cg00852964,0.194772764,0.189545794,0.179904093
cg00853068,0.080485813,0.090061102,0.080868197
cg00854637,0.053366902,0.055978356,0.046445504
cg00854995,0.047793574,0.038954204,0.035868313
cg00856375,0.036893247,0.0496616,0.039138161
cg00858899,0.045329014,0.061131363,0.042557081
cg00859193,0.033026852,0.0314994,0.029913022
cg00859655,0.777436448,0.788870821,0.775044498
cg00861635,0.038070526,0.040735601,0.032909926
cg00862041,0.145912903,0.196697373,0.225534021
cg00862290,0.650127916,0.53094556,0.515950669
cg00862770,0.029680735,0.035466621,0.025389689
cg00864867,0.035202581,0.034356362,0.032110338
cg00870662,0.042106806,0.033179507,0.023537166
cg00871453,0.056869343,0.059438862,0.072589093
cg00873037,0.028067621,0.035599424,0.030016757
cg00873937,0.065186713,0.071561219,0.071644802
cg00874863,0.740852845,0.666997265,0.597272057
cg00875272,0.071745215,0.084880414,0.072649617
cg00876704,0.034425141,0.036134184,0.024129817
cg00877887,0.042457532,0.051170027,0.042997392
cg00877964,0.037955369,0.035455157,0.032651615
cg00881086,0.051243927,0.05081781,0.050536402
cg00881370,0.898618562,0.90472237,0.892298004
cg00882451,0.864697338,0.888358941,0.864847426
cg00882832,0.046933493,0.047623154,0.041745866
cg00884221,0.044732195,0.067303093,0.064472073
cg00884529,0.094375464,0.085046127,0.086092462
cg00885506,0.064139004,0.081829931,0.066755921
cg00886554,0.033457605,0.036777521,0.038355205
cg00887101,0.107671645,0.138149889,0.108855253
cg00887547,0.056508495,0.054405298,0.053296861
cg00887700,0.041463816,0.045544794,0.041380573
cg00888007,0.016201616,0.018497451,0.013867181
cg00888479,0.065786665,0.051880382,0.055971846
cg00888561,0.038818235,0.04257448,0.0300307
cg00890257,0.045754714,0.046752704,0.044769165
cg00891278,0.059741242,0.060499895,0.045155835
cg00891541,0.379097037,0.362911573,0.359359511
cg00892393,0.753389744,0.757111961,0.746850336
cg00892798,0.034875053,0.031479385,0.040088762
cg00893242,0.041528456,0.048023983,0.049603051
cg00893636,0.035832827,0.039962299,0.032539681
cg00893987,0.031912485,0.029193447,0.027808049
cg00895324,0.71726963,0.748880947,0.733334384
cg00896220,0.814225556,0.776760179,0.787705278
cg00897329,0.053680591,0.052271224,0.045175809
cg00899086,0.052971726,0.061968181,0.037573571
cg00899641,0.029423072,0.027963765,0.02627284
cg00899659,0.165664429,0.157236309,0.150750606
cg00901493,0.050579192,0.057545284,0.058679155
cg00901652,0.0604332,0.071440816,0.070809512
cg00901683,0.030092139,0.025703616,0.018291778
cg00901704,0.03836227,0.040743308,0.036546552
cg00901766,0.101793297,0.098291257,0.108767357
cg00902195,0.024346017,0.0258644,0.022329978
cg00903242,0.084957889,0.094433102,0.102836967
cg00903375,0.030628954,0.029038328,0.027636622
cg00904483,0.876017488,0.889492105,0.871366227
cg00904574,0.026861805,0.040980827,0.024353737
cg00905170,0.026461135,0.028540874,0.021520389
cg00906183,0.042431949,0.036492782,0.032822025
cg00908551,0.059387688,0.060958142,0.056516459
cg00910067,0.079382939,0.095335798,0.089001472
cg00910168,0.75178751,0.734450948,0.696453311
cg00911351,0.085321733,0.075713078,0.066544921
cg00911873,0.771592307,0.78075147,0.727216836
cg00912191,0.104480635,0.135813921,0.140589784
cg00912942,0.913451202,0.905099958,0.903219725
cg00915206,0.036385481,0.034194051,0.032623982
cg00915289,0.022685787,0.030046735,0.020668936
cg00916199,0.034270134,0.036344434,0.035336678
cg00916635,0.1267671,0.153834419,0.123885849
cg00917893,0.022523577,0.02500121,0.026240999
cg00918005,0.872160227,0.870414812,0.866071244
cg00918794,0.048547618,0.05401503,0.057757494
cg00919857,0.095792538,0.113140522,0.105113595
cg00920960,0.121999362,0.156583567,0.189600584
cg00922727,0.067096525,0.07554412,0.083766883
cg00925229,0.028587051,0.031031552,0.027101219
cg00925717,0.099068432,0.101215597,0.109925872
cg00929606,0.341116426,0.347350683,0.323872756
cg00929855,0.063891001,0.04285912,0.031501284
cg00930078,0.064766321,0.077028903,0.071881177
cg00930194,0.083697724,0.087059849,0.080367767
cg00930873,0.030228238,0.030809034,0.029853122
cg00931491,0.432708146,0.413841278,0.40554953
cg00932276,0.034437836,0.097087108,0.167158595
cg00933411,0.378634412,0.398247373,0.356362606
cg00935364,0.832259873,0.889393813,0.856374218
cg00935388,0.903026664,0.924160303,0.906388179
cg00935430,0.052999738,0.054953565,0.048662332
cg00936626,0.49634776,0.395780332,0.327315325
cg00939965,0.669121483,0.720539145,0.681063998
cg00940278,0.026685072,0.02540536,0.023252333
cg00940891,0.020301392,0.02592244,0.018348547
cg00941229,0.031488183,0.038591847,0.033736818
cg00941549,0.722177868,0.735223791,0.662347343
